time,.x,.y,.z,.w
2023/07/21/15:09:17.855029,-0.0460205078125,0.03924560546875,-0.0460205078125,0.99713134765625
2023/07/21/15:09:17.866140,-0.04583740234375,0.039306640625,-0.0457763671875,0.99713134765625
2023/07/21/15:09:17.875902,-0.04559326171875,0.03936767578125,-0.04559326171875,0.99713134765625
2023/07/21/15:09:17.885911,-0.04534912109375,0.03948974609375,-0.04534912109375,0.99713134765625
2023/07/21/15:09:17.896837,-0.045166015625,0.03961181640625,-0.045166015625,0.9971923828125
2023/07/21/15:09:17.906134,-0.0450439453125,0.03973388671875,-0.04498291015625,0.9971923828125
2023/07/21/15:09:17.915804,-0.04498291015625,0.039794921875,-0.0447998046875,0.9971923828125
2023/07/21/15:09:17.926597,-0.04498291015625,0.0399169921875,-0.04461669921875,0.9971923828125
2023/07/21/15:09:17.936606,-0.0450439453125,0.04010009765625,-0.0445556640625,0.9971923828125
2023/07/21/15:09:17.945196,-0.0450439453125,0.040283203125,-0.0445556640625,0.9971923828125
2023/07/21/15:09:17.956798,-0.044921875,0.04058837890625,-0.04449462890625,0.9971923828125
2023/07/21/15:09:17.965738,-0.04473876953125,0.0408935546875,-0.0445556640625,0.9971923828125
2023/07/21/15:09:17.975352,-0.0445556640625,0.041259765625,-0.04461669921875,0.99713134765625
2023/07/21/15:09:17.985764,-0.04443359375,0.04180908203125,-0.044677734375,0.99713134765625
2023/07/21/15:09:17.995501,-0.04443359375,0.04229736328125,-0.04486083984375,0.99713134765625
2023/07/21/15:09:18.006478,-0.044677734375,0.042724609375,-0.0450439453125,0.9970703125
2023/07/21/15:09:18.016427,-0.0450439453125,0.043212890625,-0.0452880859375,0.99700927734375
2023/07/21/15:09:18.025183,-0.0455322265625,0.04351806640625,-0.04547119140625,0.9969482421875
2023/07/21/15:09:18.036672,-0.0462646484375,0.0438232421875,-0.04571533203125,0.9969482421875
2023/07/21/15:09:18.046137,-0.04705810546875,0.0440673828125,-0.04595947265625,0.99688720703125
2023/07/21/15:09:18.054794,-0.04791259765625,0.044189453125,-0.04620361328125,0.996826171875
2023/07/21/15:09:18.064645,-0.04888916015625,0.04425048828125,-0.04644775390625,0.99676513671875
2023/07/21/15:09:18.075031,-0.04974365234375,0.044189453125,-0.046630859375,0.9967041015625
2023/07/21/15:09:18.085565,-0.05047607421875,0.04412841796875,-0.04681396484375,0.99664306640625
2023/07/21/15:09:18.095370,-0.05120849609375,0.04400634765625,-0.0469970703125,0.99658203125
2023/07/21/15:09:18.105553,-0.0517578125,0.0438232421875,-0.047119140625,0.99658203125
2023/07/21/15:09:18.115041,-0.0521240234375,0.0435791015625,-0.0472412109375,0.99658203125
2023/07/21/15:09:18.125063,-0.05224609375,0.0433349609375,-0.04730224609375,0.99658203125
2023/07/21/15:09:18.135984,-0.05224609375,0.0430908203125,-0.04730224609375,0.99658203125
2023/07/21/15:09:18.145191,-0.052001953125,0.04290771484375,-0.0472412109375,0.99658203125
2023/07/21/15:09:18.155474,-0.0516357421875,0.042724609375,-0.047119140625,0.99664306640625
2023/07/21/15:09:18.165120,-0.05108642578125,0.0426025390625,-0.0469970703125,0.9967041015625
2023/07/21/15:09:18.175147,-0.05047607421875,0.04248046875,-0.04681396484375,0.9967041015625
2023/07/21/15:09:18.186015,-0.0499267578125,0.04241943359375,-0.046630859375,0.99676513671875
2023/07/21/15:09:18.195976,-0.04931640625,0.0423583984375,-0.04644775390625,0.996826171875
2023/07/21/15:09:18.204917,-0.04876708984375,0.04229736328125,-0.0462646484375,0.996826171875
2023/07/21/15:09:18.215050,-0.0482177734375,0.04217529296875,-0.04608154296875,0.99688720703125
2023/07/21/15:09:18.226185,-0.04779052734375,0.04205322265625,-0.0458984375,0.99688720703125
2023/07/21/15:09:18.235033,-0.0474853515625,0.0418701171875,-0.0457763671875,0.9969482421875
2023/07/21/15:09:18.244635,-0.04730224609375,0.04168701171875,-0.045654296875,0.9969482421875
2023/07/21/15:09:18.255481,-0.04718017578125,0.04144287109375,-0.04559326171875,0.99700927734375
2023/07/21/15:09:18.265659,-0.04730224609375,0.04119873046875,-0.04547119140625,0.99700927734375
2023/07/21/15:09:18.276215,-0.04754638671875,0.0408935546875,-0.04534912109375,0.99700927734375
2023/07/21/15:09:18.285719,-0.0477294921875,0.0406494140625,-0.04522705078125,0.99700927734375
2023/07/21/15:09:18.295504,-0.0478515625,0.0404052734375,-0.045166015625,0.99700927734375
2023/07/21/15:09:18.305371,-0.04779052734375,0.04034423828125,-0.04510498046875,0.99700927734375
2023/07/21/15:09:18.315141,-0.047607421875,0.04034423828125,-0.04510498046875,0.99700927734375
2023/07/21/15:09:18.324931,-0.04718017578125,0.04034423828125,-0.0450439453125,0.9970703125
2023/07/21/15:09:18.334966,-0.046630859375,0.0404052734375,-0.0450439453125,0.9970703125
2023/07/21/15:09:18.344703,-0.0458984375,0.04046630859375,-0.04498291015625,0.99713134765625
2023/07/21/15:09:18.356403,-0.045166015625,0.04052734375,-0.04498291015625,0.99713134765625
2023/07/21/15:09:18.364969,-0.04449462890625,0.04052734375,-0.044921875,0.9971923828125
2023/07/21/15:09:18.374856,-0.04388427734375,0.04058837890625,-0.04473876953125,0.9971923828125
2023/07/21/15:09:18.384733,-0.0435791015625,0.0406494140625,-0.0445556640625,0.99725341796875
2023/07/21/15:09:18.395566,-0.04339599609375,0.04071044921875,-0.04437255859375,0.99725341796875
2023/07/21/15:09:18.405251,-0.04345703125,0.04071044921875,-0.04425048828125,0.99725341796875
2023/07/21/15:09:18.414828,-0.04364013671875,0.04071044921875,-0.044189453125,0.99725341796875
2023/07/21/15:09:18.424480,-0.04388427734375,0.04071044921875,-0.044189453125,0.99725341796875
2023/07/21/15:09:18.435339,-0.04412841796875,0.04071044921875,-0.04425048828125,0.9971923828125
2023/07/21/15:09:18.444826,-0.04425048828125,0.0406494140625,-0.0443115234375,0.9971923828125
2023/07/21/15:09:18.454566,-0.0443115234375,0.04052734375,-0.04437255859375,0.9971923828125
2023/07/21/15:09:18.465264,-0.04425048828125,0.0404052734375,-0.04449462890625,0.9971923828125
2023/07/21/15:09:18.474784,-0.04412841796875,0.04022216796875,-0.04461669921875,0.9971923828125
2023/07/21/15:09:18.485573,-0.04400634765625,0.03997802734375,-0.04473876953125,0.99725341796875
2023/07/21/15:09:18.495107,-0.0439453125,0.03973388671875,-0.04486083984375,0.99725341796875
2023/07/21/15:09:18.505400,-0.0439453125,0.03955078125,-0.044921875,0.99725341796875
2023/07/21/15:09:18.515119,-0.04400634765625,0.0394287109375,-0.04498291015625,0.99725341796875
2023/07/21/15:09:18.524882,-0.0440673828125,0.039306640625,-0.04498291015625,0.99725341796875
2023/07/21/15:09:18.534928,-0.044189453125,0.0391845703125,-0.044921875,0.99725341796875
2023/07/21/15:09:18.544987,-0.04425048828125,0.0390625,-0.04486083984375,0.99725341796875
2023/07/21/15:09:18.554596,-0.0443115234375,0.03887939453125,-0.0447998046875,0.99725341796875
2023/07/21/15:09:18.564282,-0.0443115234375,0.0386962890625,-0.0447998046875,0.99725341796875
2023/07/21/15:09:18.575013,-0.044189453125,0.03857421875,-0.04486083984375,0.99725341796875
2023/07/21/15:09:18.585406,-0.04388427734375,0.0384521484375,-0.044921875,0.997314453125
2023/07/21/15:09:18.594896,-0.04351806640625,0.03826904296875,-0.0450439453125,0.997314453125
2023/07/21/15:09:18.604432,-0.043212890625,0.03814697265625,-0.04510498046875,0.997314453125
2023/07/21/15:09:18.616083,-0.04296875,0.0379638671875,-0.04522705078125,0.997314453125
2023/07/21/15:09:18.625582,-0.04290771484375,0.037841796875,-0.04534912109375,0.997314453125
2023/07/21/15:09:18.635096,-0.04296875,0.0377197265625,-0.04547119140625,0.997314453125
2023/07/21/15:09:18.644610,-0.0430908203125,0.0377197265625,-0.0455322265625,0.997314453125
2023/07/21/15:09:18.654887,-0.043212890625,0.03778076171875,-0.0455322265625,0.997314453125
2023/07/21/15:09:18.665892,-0.0433349609375,0.0379638671875,-0.04547119140625,0.997314453125
2023/07/21/15:09:18.674165,-0.0433349609375,0.03814697265625,-0.04547119140625,0.997314453125
2023/07/21/15:09:18.684711,-0.043212890625,0.03839111328125,-0.04541015625,0.997314453125
2023/07/21/15:09:18.694968,-0.04278564453125,0.03857421875,-0.0452880859375,0.997314453125
2023/07/21/15:09:18.704173,-0.04217529296875,0.0386962890625,-0.04510498046875,0.997314453125
2023/07/21/15:09:18.714776,-0.0413818359375,0.03887939453125,-0.04486083984375,0.99737548828125
2023/07/21/15:09:18.724752,-0.04046630859375,0.0391845703125,-0.0445556640625,0.9974365234375
2023/07/21/15:09:18.734269,-0.0394287109375,0.03955078125,-0.04412841796875,0.9974365234375
2023/07/21/15:09:18.744996,-0.03826904296875,0.0400390625,-0.04364013671875,0.99749755859375
2023/07/21/15:09:18.754879,-0.03692626953125,0.0406494140625,-0.04315185546875,0.99755859375
2023/07/21/15:09:18.764870,-0.0352783203125,0.04144287109375,-0.0426025390625,0.99761962890625
2023/07/21/15:09:18.774935,-0.033447265625,0.04241943359375,-0.04205322265625,0.9976806640625
2023/07/21/15:09:18.784674,-0.0311279296875,0.04364013671875,-0.0413818359375,0.9976806640625
2023/07/21/15:09:18.794789,-0.028564453125,0.04486083984375,-0.04058837890625,0.99774169921875
2023/07/21/15:09:18.804975,-0.02557373046875,0.0462646484375,-0.0396728515625,0.997802734375
2023/07/21/15:09:18.814425,-0.0223388671875,0.04766845703125,-0.0386962890625,0.99786376953125
2023/07/21/15:09:18.824402,-0.01861572265625,0.04925537109375,-0.03765869140625,0.9979248046875
2023/07/21/15:09:18.833997,-0.01446533203125,0.05084228515625,-0.0364990234375,0.9979248046875
2023/07/21/15:09:18.845094,-0.009765625,0.05242919921875,-0.03521728515625,0.9979248046875
2023/07/21/15:09:18.855088,-0.0045166015625,0.05419921875,-0.03375244140625,0.9979248046875
2023/07/21/15:09:18.864042,0.0009765625,0.0560302734375,-0.0322265625,0.9979248046875
2023/07/21/15:09:18.875276,0.0069580078125,0.0579833984375,-0.03057861328125,0.997802734375
2023/07/21/15:09:18.884317,0.01324462890625,0.05999755859375,-0.02886962890625,0.9976806640625
2023/07/21/15:09:18.897274,0.02020263671875,0.06207275390625,-0.0269775390625,0.99749755859375
2023/07/21/15:09:18.904643,0.02752685546875,0.06427001953125,-0.02496337890625,0.99725341796875
2023/07/21/15:09:18.914852,0.035400390625,0.066650390625,-0.02288818359375,0.99688720703125
2023/07/21/15:09:18.924586,0.0435791015625,0.0692138671875,-0.0206298828125,0.9964599609375
2023/07/21/15:09:18.934355,0.052490234375,0.07208251953125,-0.01788330078125,0.995849609375
2023/07/21/15:09:18.945577,0.06121826171875,0.0750732421875,-0.014892578125,0.99517822265625
2023/07/21/15:09:18.954900,0.069091796875,0.0780029296875,-0.01171875,0.9945068359375
2023/07/21/15:09:18.964171,0.07708740234375,0.0810546875,-0.00775146484375,0.99371337890625
2023/07/21/15:09:18.974454,0.08447265625,0.0841064453125,-0.0032958984375,0.99285888671875
2023/07/21/15:09:18.984278,0.09112548828125,0.0870361328125,0.0015869140625,0.99200439453125
2023/07/21/15:09:18.992855,0.09710693359375,0.0899658203125,0.0068359375,0.99114990234375
2023/07/21/15:09:19.004979,0.102294921875,0.0926513671875,0.012451171875,0.9903564453125
2023/07/21/15:09:19.016165,0.10675048828125,0.09503173828125,0.01812744140625,0.98956298828125
2023/07/21/15:09:19.025202,0.1107177734375,0.09710693359375,0.02392578125,0.98883056640625
2023/07/21/15:09:19.034758,0.11474609375,0.09881591796875,0.0303955078125,0.98797607421875
2023/07/21/15:09:19.044541,0.1185302734375,0.10003662109375,0.03656005859375,0.98724365234375
2023/07/21/15:09:19.055305,0.1224365234375,0.1009521484375,0.04290771484375,0.98638916015625
2023/07/21/15:09:19.064408,0.12652587890625,0.10174560546875,0.04913330078125,0.98553466796875
2023/07/21/15:09:19.074063,0.13104248046875,0.1026611328125,0.0557861328125,0.9844970703125
2023/07/21/15:09:19.084420,0.13555908203125,0.10369873046875,0.06243896484375,0.98333740234375
2023/07/21/15:09:19.093499,0.14031982421875,0.10504150390625,0.06951904296875,0.9820556640625
2023/07/21/15:09:19.103925,0.14532470703125,0.10662841796875,0.07708740234375,0.9805908203125
2023/07/21/15:09:19.113883,0.1500244140625,0.1082763671875,0.08441162109375,0.9791259765625
2023/07/21/15:09:19.125092,0.15472412109375,0.1099853515625,0.092041015625,0.97747802734375
2023/07/21/15:09:19.137510,0.15924072265625,0.11151123046875,0.0994873046875,0.97589111328125
2023/07/21/15:09:19.144020,0.16424560546875,0.1129150390625,0.1072998046875,0.97406005859375
2023/07/21/15:09:19.153707,0.1695556640625,0.11407470703125,0.11541748046875,0.9720458984375
2023/07/21/15:09:19.163729,0.17498779296875,0.1148681640625,0.12408447265625,0.969970703125
2023/07/21/15:09:19.173717,0.1802978515625,0.1151123046875,0.1329345703125,0.9677734375
2023/07/21/15:09:19.185058,0.18597412109375,0.11474609375,0.14263916015625,0.96533203125
2023/07/21/15:09:19.193633,0.19146728515625,0.1141357421875,0.15240478515625,0.96282958984375
2023/07/21/15:09:19.205067,0.19677734375,0.11346435546875,0.162109375,0.96026611328125
2023/07/21/15:09:19.213876,0.20184326171875,0.11309814453125,0.171630859375,0.95758056640625
2023/07/21/15:09:19.224093,0.20721435546875,0.1131591796875,0.1820068359375,0.95452880859375
2023/07/21/15:09:19.236469,0.2120361328125,0.1136474609375,0.191650390625,0.9515380859375
2023/07/21/15:09:19.244698,0.2171630859375,0.1143798828125,0.20196533203125,0.9481201171875
2023/07/21/15:09:19.254640,0.22259521484375,0.11517333984375,0.2130126953125,0.9443359375
2023/07/21/15:09:19.263838,0.2275390625,0.11572265625,0.2235107421875,0.940673828125
2023/07/21/15:09:19.273817,0.23223876953125,0.11590576171875,0.2340087890625,0.93695068359375
2023/07/21/15:09:19.284304,0.23638916015625,0.11572265625,0.24420166015625,0.93328857421875
2023/07/21/15:09:19.294321,0.2403564453125,0.114990234375,0.2550048828125,0.92950439453125
2023/07/21/15:09:19.304295,0.24359130859375,0.11383056640625,0.26513671875,0.92596435546875
2023/07/21/15:09:19.314431,0.2459716796875,0.11273193359375,0.27496337890625,0.922607421875
2023/07/21/15:09:19.324175,0.24761962890625,0.11175537109375,0.28466796875,0.9193115234375
2023/07/21/15:09:19.336795,0.2484130859375,0.11083984375,0.29400634765625,0.916259765625
2023/07/21/15:09:19.345191,0.24853515625,0.10980224609375,0.30413818359375,0.91302490234375
2023/07/21/15:09:19.353759,0.24786376953125,0.10870361328125,0.31329345703125,0.9102783203125
2023/07/21/15:09:19.363484,0.24627685546875,0.10711669921875,0.322998046875,0.907470703125
2023/07/21/15:09:19.374516,0.24407958984375,0.105224609375,0.33221435546875,0.90496826171875
2023/07/21/15:09:19.384257,0.2412109375,0.10308837890625,0.3411865234375,0.90264892578125
2023/07/21/15:09:19.393818,0.237548828125,0.10064697265625,0.35052490234375,0.90032958984375
2023/07/21/15:09:19.403753,0.23388671875,0.09844970703125,0.35882568359375,0.89825439453125
2023/07/21/15:09:19.413397,0.2294921875,0.09619140625,0.36737060546875,0.89617919921875
2023/07/21/15:09:19.424362,0.2247314453125,0.0938720703125,0.37542724609375,0.894287109375
2023/07/21/15:09:19.433806,0.21929931640625,0.09136962890625,0.383056640625,0.89263916015625
2023/07/21/15:09:19.443965,0.21295166015625,0.0882568359375,0.3902587890625,0.891357421875
2023/07/21/15:09:19.457109,0.205810546875,0.084716796875,0.3968505859375,0.8905029296875
2023/07/21/15:09:19.464573,0.19757080078125,0.08050537109375,0.4029541015625,0.8900146484375
2023/07/21/15:09:19.474115,0.188232421875,0.075927734375,0.40869140625,0.88983154296875
2023/07/21/15:09:19.483908,0.1783447265625,0.07122802734375,0.41363525390625,0.88995361328125
2023/07/21/15:09:19.493719,0.16748046875,0.0660400390625,0.41839599609375,0.8902587890625
2023/07/21/15:09:19.504590,0.15570068359375,0.06036376953125,0.42291259765625,0.89068603515625
2023/07/21/15:09:19.514589,0.1436767578125,0.05438232421875,0.42718505859375,0.89105224609375
2023/07/21/15:09:19.524408,0.13153076171875,0.04803466796875,0.43121337890625,0.89129638671875
2023/07/21/15:09:19.533501,0.1197509765625,0.0416259765625,0.4346923828125,0.8916015625
2023/07/21/15:09:19.544687,0.10650634765625,0.03411865234375,0.4378662109375,0.89208984375
2023/07/21/15:09:19.556923,0.09442138671875,0.02728271484375,0.4398193359375,0.8927001953125
2023/07/21/15:09:19.564063,0.08154296875,0.0201416015625,0.44091796875,0.89361572265625
2023/07/21/15:09:19.573645,0.06964111328125,0.013671875,0.441162109375,0.89459228515625
2023/07/21/15:09:19.583593,0.05694580078125,0.0064697265625,0.44085693359375,0.895751953125
2023/07/21/15:09:19.594759,0.04547119140625,-0.00018310546875,0.4403076171875,0.89666748046875
2023/07/21/15:09:19.603608,0.03466796875,-0.00640869140625,0.439697265625,0.8974609375
2023/07/21/15:09:19.613334,0.02374267578125,-0.0125732421875,0.43896484375,0.89813232421875
2023/07/21/15:09:19.623468,0.0128173828125,-0.01885986328125,0.4381103515625,0.89862060546875
2023/07/21/15:09:19.635684,0.0023193359375,-0.02508544921875,0.43707275390625,0.8990478515625
2023/07/21/15:09:19.642909,-0.00799560546875,-0.03118896484375,0.435791015625,0.89947509765625
2023/07/21/15:09:19.653823,-0.0177001953125,-0.03662109375,0.43426513671875,0.89984130859375
2023/07/21/15:09:19.664068,-0.0274658203125,-0.0418701171875,0.43231201171875,0.90032958984375
2023/07/21/15:09:19.673774,-0.035888671875,-0.04638671875,0.4300537109375,0.90087890625
2023/07/21/15:09:19.683688,-0.04290771484375,-0.0501708984375,0.42755126953125,0.901611328125
2023/07/21/15:09:19.694031,-0.05023193359375,-0.05426025390625,0.42401123046875,0.90264892578125
2023/07/21/15:09:19.704262,-0.05670166015625,-0.0582275390625,0.4200439453125,0.90386962890625
